scientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year,month,day,depth,depthAccuracy,basisOfRecord,issue,source
Steindachneria argentea,28.4,-85.98333,NA,1971,6,25,439,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,28.4,-85.98333,NA,1971,6,25,439,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,28.55,-86.15,NA,1971,6,25,366,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,18.88333,-95.08334,NA,1970,6,5,357,0,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,27.71611,-92.86806,NA,1985,6,7,368.5,24.5,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,28.21861,-85.56555,NA,1985,5,15,350,3,PRESERVED_SPECIMEN,DEPTH_MIN_MAX_SWAPPED,GBIF
Steindachneria argentea,28.47972,-86.40667,NA,1985,5,14,351,0,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,28.03833,-90.24667,NA,1984,11,10,346,20,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,28.07333,-90.29166,NA,1984,4,11,329,0,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,29.08639,-88.815,NA,1987,10,4,115,0,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,28.66833,-89.24167,NA,1978,4,26,64,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,23.90833,-97.22833,NA,1971,8,3,166,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,29.19167,-88.21,NA,1969,10,15,311,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,26.76667,-96.43333,NA,1971,7,16,229,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,26.20833,-96.33,NA,1968,11,15,274,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,29.23333,-88.25,NA,1969,10,15,183,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,29.23333,-87.85,NA,1982,10,31,406,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,29.28167,-88.99167,NA,1980,4,10,22,0,PRESERVED_SPECIMEN,COUNTRY_DERIVED_FROM_COORDINATES,GBIF
Steindachneria argentea,28.57222,-89.86195,NA,2000,6,17,460.5,40.5,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,28.51556,-86.10278,NA,2000,6,10,2067.5,62.5,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,28.08361,-90.25195,NA,2000,5,30,315,5,PRESERVED_SPECIMEN,,GBIF
Steindachneria argentea,29.3333,-87.7,NA,1951,2,16,185,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.2333,-87.8833,NA,1957,9,24,457,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.0833,-88.5167,NA,1951,9,6,384,55,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.1833,-88.0333,NA,1956,6,22,439,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,24.4667,-83.5167,NA,1959,10,15,366,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.4333,-67.1917,NA,1959,10,7,320,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,28.5333,-92.8833,NA,1957,3,9,46,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.15,-88.55,NA,1950,8,2,201,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.1917,-88.125,NA,1951,6,21,365.5,18.5,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,9.8833,-59.8833,NA,1957,11,3,229,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.0167,-88.5,NA,1950,8,2,424,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.2167,-67.35,NA,1959,10,6,366,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.3167,-67.2917,NA,1959,10,6,549,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.1667,-88.8667,NA,1952,8,10,66,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,7.45,-54.9,NA,1958,9,8,260.5,13.5,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,9.6833,-59.7833,NA,1957,11,3,274,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.1667,-88.5,NA,1959,1,26,59.5,13.5,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.4333,-67.175,NA,1959,10,6,274,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,17.6667,-63.6667,NA,1959,9,30,676.5,18.5,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,17.7833,-66.0667,NA,1959,10,4,420.5,18.5,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,12.8667,-82.1833,NA,1957,9,13,457,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.2917,-87.6667,NA,1951,2,16,352,14,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.625,-64.95,NA,1959,9,26,402,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,9.75,-59.75,NA,1957,11,3,366,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.1397,-88.4197,NA,2001,11,19,275,NA,PRESERVED_SPECIMEN,CONTINENT_INVALID,GBIF
Steindachneria argentea,35.8567,-74.86,NA,2000,5,27,142,NA,MATERIAL_SAMPLE,CONTINENT_INVALID,GBIF
Steindachneria argentea,38.3741,-70.930652,122696,2006,NA,NA,NA,NA,MATERIAL_SAMPLE,CONTINENT_INVALID,GBIF
Steindachneria argentea,29.1397,-88.4197,NA,2001,11,19,275,NA,MATERIAL_SAMPLE,CONTINENT_INVALID,GBIF
Steindachneria argentea,38.3741,-70.930652,122696,2006,NA,NA,NA,NA,MATERIAL_SAMPLE,CONTINENT_INVALID,GBIF
Steindachneria argentea,29.1,-88.5,NA,1951,9,6,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.583333,-62.616667,NA,1960,4,19,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,9.95,-76.176667,NA,1966,7,14,223,17,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;DEPTH_MIN_MAX_SWAPPED;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,28.6,-89.8,NA,1961,8,21,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,24.783333,-80.683333,NA,1960,10,26,20.5,0.5,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,11.6,-62.866667,NA,1960,4,20,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,18.433333,-67.175,NA,1959,10,6,75,75,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;DEPTH_MIN_MAX_SWAPPED;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,28.45,-89.191667,NA,1959,5,21,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,24.466667,-83.483333,NA,1956,6,18,106,106,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_MIN_MAX_SWAPPED;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,28.883333,-89.216667,NA,1952,9,29,NA,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.166667,-88.333333,NA,1952,9,19,NA,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.15,-88.2,NA,1956,6,23,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.663333,-86.796667,NA,1985,5,1,173,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,-14.473056,-38.873333,NA,2000,6,9,NA,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,30.25,-80.233333,NA,1970,5,17,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.6,-87.45,NA,1977,9,8,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.766667,-89.816667,NA,1975,7,16,NA,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.691667,-90.003333,NA,1975,11,6,NA,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,24.295333,-82.7415,NA,1998,5,3,152,4,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,29.333333,-87.716667,NA,1971,4,9,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.083333,-88.666667,NA,1970,10,12,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.016667,-90.275,NA,1964,2,21,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.616667,-93.366667,NA,1964,1,19,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.4,-73.783333,NA,1968,12,5,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,27.75,-93.933333,NA,1964,1,18,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.65,-93.758333,NA,1964,1,18,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.183333,-88.108333,NA,1962,8,7,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.75,-93.933333,NA,1964,1,18,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,23.333333,-97.266667,NA,1970,6,1,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.5,-60.766667,NA,1964,9,22,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,10.416667,-65.7,NA,1963,10,17,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,27.7,-94.433333,NA,1964,1,20,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.5,-60.766667,NA,1964,9,22,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.1,-88.45,NA,1964,3,31,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,19.958333,-71.083333,NA,1963,10,14,170,20,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,27.65,-93.758333,NA,1964,1,18,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.883333,-89.55,NA,1953,10,24,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,9.216667,-80.716667,NA,1962,5,30,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,10.4,-75.833333,NA,1964,5,24,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,12.583333,-82.316667,NA,1962,5,23,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,14.4,-81.8,NA,1968,11,20,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,19.958333,-71.083333,NA,1963,10,14,170,20,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,11.158333,-74.408333,NA,1964,5,16,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.046667,-75.166667,NA,1964,5,23,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,8.896667,-76.86,NA,1964,5,27,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.833333,-73.083333,NA,1964,5,31,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.158333,-74.475,NA,1964,5,17,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,12.383333,-82.483333,NA,1962,6,2,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,18.3,-67.308333,NA,1959,10,6,150,150,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;DEPTH_MIN_MAX_SWAPPED;DEPTH_NON_NUMERIC,GBIF
Steindachneria argentea,11.166667,-74.45,NA,1964,5,17,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,27.583333,-93.275,NA,1964,1,19,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.116667,-88.566667,NA,1962,6,14,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.15,-74.491667,NA,1964,5,16,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.55,-62.5,NA,1960,4,20,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.158333,-74.416667,NA,1964,5,19,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,29.153333,-88.163333,NA,1984,11,13,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,30.175,-80.122222,NA,1984,5,28,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,26.18,-96.325,NA,1983,8,23,0,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.116667,-96.2175,NA,1983,8,21,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.593333,-93.016667,NA,1983,8,10,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.038333,-96.258333,NA,1983,8,20,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.42,-95.941667,NA,1983,8,20,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,33.816667,-75.65,NA,1983,5,15,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.054444,-88.985278,NA,1983,7,1,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,29.2,-88.433333,NA,1960,5,28,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,11.608333,-62.775,NA,1964,9,24,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,11.5,-60.766667,NA,1964,9,22,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,28.933333,-89.15,NA,1953,10,25,0,NA,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID,GBIF
Steindachneria argentea,27.85,-91.541667,NA,1951,11,11,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,12.416667,-82.475,NA,1967,2,6,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.066667,-88.516667,NA,1963,5,16,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,29.225,-88.2,NA,1958,6,26,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.5,-65.703333,NA,1987,8,15,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.516667,-65.681667,NA,1987,8,15,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,18.27,-67.375,NA,1987,8,6,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,17.833333,-62.55,NA,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,11.15,-74.65,NA,1970,11,16,NA,NA,PRESERVED_SPECIMEN,GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,GBIF
Steindachneria argentea,28.706667,-89.861944,NA,1994,8,11,87,5,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,29.318056,-88.883611,NA,1997,9,11,36,1,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,29.110278,-88.691944,NA,1997,7,11,101,9,PRESERVED_SPECIMEN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,GBIF
Steindachneria argentea,22.683611,-97.401947,NA,1990,12,2,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,23.335556,-97.368332,NA,1990,12,2,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,25.668057,-96.900833,NA,1990,4,10,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
Steindachneria argentea,22.183889,-97.351669,NA,1989,9,4,0,0,UNKNOWN,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;BASIS_OF_RECORD_INVALID,GBIF
